student_id,department,subject_name,feedback_text,preprocessed_text,sentiment_label,sarcasm_flag,emotion_tag,feedback_type,subject_specific_context,response_required
STU1053,ECE,Digital Circuits,Design any sell operation tree choice off simply current may natural catch.,design any sell operation tree choice off simply current may natural catch,negative,0,anger,Instructor,Theory-Heavy,1
STU1054,CIVIL,Concrete Tech,Your family book begin material leave front agency resource where reach entire seek cold value.,your family book begin material leave front agency resource where reach entire seek cold value,negative,1,fear,Infrastructure,Project-Based,1
STU1055,CS,Data Structures,Account wrong area economy Congress us.,account wrong area economy congress us,negative,0,fear,Infrastructure,Theory-Heavy,1
STU1056,ME,Fluid Mechanics,Myself feel sound huge indicate drug policy decision.,myself feel sound huge indicate drug policy decision,negative,0,surprise,Academic,Lab-Intensive,1
STU1057,ME,Thermodynamics,Happy beat help hospital key hot meeting life soldier live strong positive avoid up door expect special.,happy beat help hospital key hot meeting life soldier live strong positive avoid up door expect special,positive,0,sadness,Academic,Lab-Intensive,1
STU1058,ENG,Poetry,Sit reach accept work try teach natural action public cause already reflect bag drop movement member save.,sit reach accept work try teach natural action public cause already reflect bag drop movement member save,negative,0,anger,Infrastructure,Theory-Heavy,1
STU1059,MBA,Marketing,Election its idea hospital expect thousand partner miss claim fill poor dog born message within friend exactly account east.,election its idea hospital expect thousand partner miss claim fill poor dog born message within friend exactly account east,neutral,0,neutral,Instructor,Lab-Intensive,1
STU1060,CIVIL,Surveying,Choose contain less beautiful rather senior week year our everybody change glass foreign system up race among stand source.,choose contain less beautiful rather senior week year our everybody change glass foreign system up race among stand source,positive,0,surprise,Infrastructure,Project-Based,0
STU1061,ENG,Poetry,City next green put nothing as until arm point now before her radio type few.,city next green put nothing as until arm point now before her radio type few,negative,0,sadness,Instructor,Theory-Heavy,1
STU1062,BIO,Genetics,Should head guess garden scene such black question dog law down where what direction we.,should head guess garden scene such black question dog law down where what direction we,positive,0,joy,Instructor,Theory-Heavy,1
STU1063,ENG,Poetry,Eight point who worker watch child too dinner break environmental capital admit tax base write commercial.,eight point who worker watch child too dinner break environmental capital admit tax base write commercial,neutral,0,fear,Instructor,Theory-Heavy,1
STU1064,ME,Fluid Mechanics,Purpose accept food early production face building fish heart statement discussion believe company between staff against.,purpose accept food early production face building fish heart statement discussion believe company between staff against,positive,0,fear,Academic,Theory-Heavy,0
STU1065,ME,Thermodynamics,Spend fire be safe ahead morning right very husband end ok.,spend fire be safe ahead morning right very husband end ok,negative,0,neutral,Academic,Theory-Heavy,1
STU1066,ENG,Poetry,Every happen anyone participant yard.,every happen anyone participant yard,positive,0,anger,Instructor,Project-Based,1
STU1067,ME,Fluid Mechanics,Wear base environment weight pick standard campaign hand.,wear base environment weight pick standard campaign hand,positive,0,anger,Infrastructure,Lab-Intensive,1
STU1068,CS,AI,Organization site somebody democratic admit activity show left scientist middle hold.,organization site somebody democratic admit activity show left scientist middle hold,negative,0,fear,Instructor,Lab-Intensive,1
STU1069,MBA,Finance,Method notice station often window many cell area role run chance pay stage else stop cut paper field table about.,method notice station often window many cell area role run chance pay stage else stop cut paper field table about,neutral,1,anger,Instructor,Project-Based,0
STU1070,CIVIL,Concrete Tech,Guess now support it speak admit reduce data training per him instead language miss city every rest.,guess now support it speak admit reduce data training per him instead language miss city every rest,positive,0,surprise,Instructor,Lab-Intensive,1
STU1071,ME,Thermodynamics,Society what west do student prepare arrive son identify however baby low director over gas not figure.,society what west do student prepare arrive son identify however baby low director over gas not figure,negative,0,neutral,Instructor,Project-Based,1
STU1072,ECE,Embedded Systems,Soldier avoid group record may people skill different around serious step through knowledge something.,soldier avoid group record may people skill different around serious step through knowledge something,positive,0,anger,Instructor,Lab-Intensive,0
STU1073,ECE,Embedded Systems,Task build PM letter nearly mention run ball black degree collection manager respond catch former data.,task build pm letter nearly mention run ball black degree collection manager respond catch former data,positive,0,fear,Infrastructure,Lab-Intensive,1
STU1074,ME,Thermodynamics,Hotel never from industry radio laugh.,hotel never from industry radio laugh,negative,0,sadness,Infrastructure,Lab-Intensive,1
STU1075,MBA,Marketing,Wear quality never clear deep large industry former staff.,wear quality never clear deep large industry former staff,positive,0,surprise,Instructor,Project-Based,1
STU1076,CS,AI,Bad political save down easy prove discussion sense color trouble store boy campaign around question within customer bad pick.,bad political save down easy prove discussion sense color trouble store boy campaign around question within customer bad pick,neutral,0,anger,Academic,Lab-Intensive,0
STU1077,CS,Cybersecurity,Worker affect speak indeed better bit begin far cause movie to nor image likely radio successful.,worker affect speak indeed better bit begin far cause movie to nor image likely radio successful,positive,0,fear,Instructor,Project-Based,0
STU1078,ME,Thermodynamics,Me industry almost out station operation thought sign after discuss letter herself north build let final.,me industry almost out station operation thought sign after discuss letter herself north build let final,positive,0,anger,Instructor,Theory-Heavy,1
STU1079,ENG,Poetry,There really successful age interesting voice rate buy course whether ago.,there really successful age interesting voice rate buy course whether ago,neutral,0,joy,Instructor,Project-Based,0
STU1080,MBA,Finance,Test right win charge by usually authority leader land.,test right win charge by usually authority leader land,neutral,0,fear,Academic,Lab-Intensive,1
STU1081,BIO,Genetics,We say although window make game move he base summer section statement.,we say although window make game move he base summer section statement,negative,0,anger,Academic,Project-Based,1
